447,2.18,12624.3,20.1,19.8
448,2.19,12574.29,20.19,19.8
449,2.19,12524.5,20.28,19.9
450,2.2,12474.93,20.37,20.0
451,2.2,12425.59,20.45,20.1
452,2.21,12376.46,20.54,20.2
453,2.21,12327.55,20.63,20.3
454,2.22,12278.85,20.72,20.4
455,2.22,12230.37,20.81,20.5
456,2.23,12182.11,20.9,20.5
457,2.23,12134.05,20.98,20.6
458,2.24,12086.2,21.07,20.7
459,2.24,12038.56,21.16,20.8
460,2.25,11991.13,21.25,20.9
461,2.25,11943.9,21.34,21.0
462,2.26,11896.88,21.43,21.1
463,2.26,11850.06,21.51,21.2
464,2.27,11803.45,21.6,21.3
465,2.27,11757.03,21.69,21.3
466,2.28,11710.82,21.78,21.4
467,2.28,11664.8,21.87,21.5
468,2.29,11618.97,21.96,21.6
469,2.29,11573.35,22.04,21.7
470,2.29,11527.91,22.13,21.8
471,2.3,11482.68,22.22,21.9
472,2.3,11437.63,22.31,22.0
473,2.31,11392.77,22.4,22.0
474,2.31,11348.1,22.49,22.1
475,2.32,11303.62,22.57,22.2
476,2.32,11259.33,22.66,22.3
477,2.33,11215.22,22.75,22.4
478,2.33,11171.3,22.84,22.5
479,2.34,11127.56,22.93,22.6
480,2.34,11084,23.02,22.7
481,2.35,11040.62,23.11,22.8
482,2.35,10997.43,23.19,22.8
483,2.36,10954.41,23.28,22.9
484,2.36,10911.57,23.37,23.0
485,2.37,10868.91,23.46,23.1
486,2.37,10826.42,23.55,23.2
487,2.38,10784.11,23.64,23.3
488,2.38,10741.97,23.73,23.4
489,2.39,10700,23.81,23.5
490,2.39,10658.2,23.9,23.5
491,2.4,10616.58,23.99,23.6
492,2.4,10575.12,24.08,23.7
493,2.41,10533.83,24.17,23.8
494,2.41,10492.71,24.26,23.9
495,2.42,10451.76,24.35,24.0
496,2.42,10410.97,24.44,24.1
497,2.43,10370.34,24.53,24.2
498,2.43,10329.88,24.62,24.3
499,2.44,10289.58,24.7,24.3
500,2.44,10249.44,24.79,24.4
501,2.45,10209.46,24.88,24.5
502,2.45,10169.64,24.97,24.6
503,2.46,10129.98,25.06,24.7
504,2.46,10090.48,25.15,24.8
505,2.47,10051.13,25.24,24.9
506,2.47,10011.94,25.33,25.0
507,2.48,9972.9,25.42,25.1
508,2.48,9934.02,25.51,25.2
509,2.49,9895.28,25.6,25.2
510,2.49,9856.71,25.69,25.3
511,2.5,9818.28,25.78,25.4
512,2.5,9780,25.87,25.5
513,2.5,9741.87,25.96,25.6
514,2.51,9703.89,26.05,25.7
515,2.51,9666.06,26.14,25.8
516,2.52,9628.37,26.23,25.9
517,2.52,9590.83,26.32,26.0
518,2.53,9553.44,26.41,26.0
519,2.53,9516.18,26.5,26.1
520,2.54,9479.08,26.59,26.2
521,2.54,9442.11,26.68,26.3
522,2.55,9405.29,26.77,26.4
523,2.55,9368.6,26.86,26.5
524,2.56,9332.06,26.95,26.6
525,2.56,9295.66,27.04,26.7
526,2.57,9259.39,27.13,26.8
527,2.57,9223.26,27.22,26.9
528,2.58,9187.27,27.31,26.9
529,2.58,9151.42,27.4,27.0
530,2.59,9115.7,27.49,27.1
531,2.59,9080.11,27.58,27.2
532,2.6,9044.66,27.67,27.3
533,2.6,9009.34,27.76,27.4
534,2.61,8974.16,27.85,27.5
535,2.61,8939.1,27.95,27.6
536,2.62,8904.18,28.04,27.7
537,2.62,8869.39,28.13,27.8
538,2.63,8834.72,28.22,27.9
539,2.63,8800.19,28.31,27.9
540,2.64,8765.78,28.4,28.0
541,2.64,8731.5,28.49,28.1
542,2.65,8697.34,28.58,28.2
543,2.65,8663.31,28.68,28.3
544,2.66,8629.41,28.77,28.4
545,2.66,8595.63,28.86,28.5
546,2.67,8561.98,28.95,28.6
547,2.67,8528.45,29.04,28.7
548,2.68,8495.04,29.13,28.8
549,2.68,8461.75,29.23,28.9
550,2.69,8428.58,29.32,29.0
551,2.69,8395.54,29.41,29.0
552,2.7,8362.61,29.5,29.1
553,2.7,8329.8,29.59,29.2
554,2.71,8297.11,29.69,29.3
555,2.71,8264.54,29.78,29.4
556,2.71,8232.09,29.87,29.5
557,2.72,8199.75,29.96,29.6
558,2.72,8167.53,30.06,29.7
559,2.73,8135.42,30.15,29.8
560,2.73,8103.43,30.24,29.9
561,2.74,8071.55,30.33,30.0
562,2.74,8039.79,30.43,30.1
563,2.75,8008.13,30.52,30.2
564,2.75,7976.6,30.61,30.2
565,2.76,7945.17,30.71,30.3
566,2.76,7913.85,30.8,30.4
567,2.77,7882.65,30.89,30.5
568,2.77,7851.55,30.99,30.6
569,2.78,7820.56,31.08,30.7
570,2.78,7789.68,31.17,30.8
571,2.79,7758.91,31.27,30.9
572,2.79,7728.25,31.36,31.0
573,2.8,7697.7,31.46,31.1
574,2.8,7667.25,31.55,31.2
575,2.81,7636.9,31.64,31.3
576,2.81,7606.67,31.74,31.4
577,2.82,7576.53,31.83,31.5
578,2.82,7546.51,31.93,31.6
579,2.83,7516.58,32.02,31.6
580,2.83,7486.76,32.12,31.7
581,2.84,7457.04,32.21,31.8
582,2.84,7427.42,32.31,31.9
583,2.85,7397.91,32.4,32.0
584,2.85,7368.49,32.5,32.1
585,2.86,7339.18,32.59,32.2
586,2.86,7309.97,32.69,32.3
587,2.87,7280.85,32.78,32.4
588,2.87,7251.84,32.88,32.5
589,2.88,7222.92,32.97,32.6
590,2.88,7194.1,33.07,32.7
591,2.89,7165.38,33.16,32.8
592,2.89,7136.76,33.26,32.9
593,2.9,7108.23,33.36,33.0
594,2.9,7079.8,33.45,33.1
595,2.91,7051.46,33.55,33.2
596,2.91,7023.22,33.64,33.3
597,2.92,6995.08,33.74,33.4
598,2.92,6967.02,33.84,33.5
599,2.92,6939.07,33.93,33.6
600,2.93,6911.2,34.03,33.7
601,2.93,6883.43,34.13,33.7
602,2.94,6855.75,34.23,33.8
603,2.94,6828.16,34.32,33.9
604,2.95,6800.66,34.42,34.0
605,2.95,6773.26,34.52,34.1
606,2.96,6745.94,34.61,34.2
607,2.96,6718.71,34.71,34.3
608,2.97,6691.58,34.81,34.4
609,2.97,6664.53,34.91,34.5
610,2.98,6637.57,35.01,34.6
611,2.98,6610.7,35.1,34.7
612,2.99,6583.92,35.2,34.8
613,2.99,6557.23,35.3,34.9
614,3,6530.62,35.4,35.0
615,3,6504.1,35.5,35.1
616,3.01,6477.66,35.6,35.2
617,3.01,6451.31,35.7,35.3
618,3.02,6425.05,35.8,35.4
619,3.02,6398.87,35.89,35.5
620,3.03,6372.77,35.99,35.6
621,3.03,6346.76,36.09,35.7
622,3.04,6320.84,36.19,35.8
623,3.04,6294.99,36.29,35.9
624,3.05,6269.23,36.39,36.0
625,3.05,6243.55,36.49,36.1
626,3.06,6217.96,36.59,36.2
627,3.06,6192.44,36.69,36.3
628,3.07,6167.01,36.79,36.4
629,3.07,6141.65,36.9,36.5
630,3.08,6116.38,37,36.6
631,3.08,6091.19,37.1,36.7
632,3.09,6066.08,37.2,36.8
633,3.09,6041.04,37.3,36.9
634,3.1,6016.09,37.4,37.0
635,3.1,5991.21,37.5,37.1
636,3.11,5966.42,37.61,37.2
637,3.11,5941.7,37.71,37.3
638,3.12,5917.05,37.81,37.4
639,3.12,5892.49,37.91,37.5
640,3.13,5868,38.01,37.6
641,3.13,5843.59,38.12,37.7
642,3.13,5819.25,38.22,37.8
643,3.14,5794.99,38.32,37.9
644,3.14,5770.81,38.43,38.0
645,3.15,5746.7,38.53,38.1
646,3.15,5722.66,38.63,38.2
647,3.16,5698.7,38.74,38.3
648,3.16,5674.81,38.84,38.4
649,3.17,5651,38.94,38.6
650,3.17,5627.26,39.05,38.7
651,3.18,5603.59,39.15,38.8
652,3.18,5580,39.26,38.9
653,3.19,5556.48,39.36,39.0
654,3.19,5533.03,39.47,39.1
655,3.2,5509.65,39.57,39.2
656,3.2,5486.34,39.68,39.3
657,3.21,5463.11,39.78,39.4
658,3.21,5439.94,39.89,39.5
659,3.22,5416.84,39.99,39.6
660,3.22,5393.82,40.1,39.7
661,3.23,5370.86,40.21,39.8
662,3.23,5347.98,40.31,39.9
663,3.24,5325.16,40.42,40.0
664,3.24,5302.41,40.53,40.1
665,3.25,5279.73,40.63,40.2
666,3.25,5257.12,40.74,40.3
667,3.26,5234.57,40.85,40.5
668,3.26,5212.1,40.96,40.6
669,3.27,5189.69,41.06,40.7
670,3.27,5167.34,41.17,40.8
671,3.28,5145.07,41.28,40.9
672,3.28,5122.86,41.39,41.0
673,3.29,5100.71,41.5,41.1
674,3.29,5078.64,41.61,41.2
675,3.3,5056.62,41.72,41.3
676,3.3,5034.67,41.83,41.4
677,3.31,5012.79,41.93,41.5
678,3.31,4990.97,42.04,41.6
679,3.32,4969.22,42.15,41.8
680,3.32,4947.53,42.26,41.9
681,3.33,4925.9,42.38,42.0
